uid,time,region,Latitude,Longitude
3,19,35,40.0153648,116.35124760000001
3,20,25,40.07566986,116.35124760000001
3,21,14,40.13597492,116.2909425
3,22,14,40.13597492,116.2909425
3,23,14,40.13597492,116.2909425
3,24,14,40.13597492,116.2909425
4,1,43,39.95505974,116.2306375
4,2,43,39.95505974,116.2306375
4,3,43,39.95505974,116.2306375
4,4,43,39.95505974,116.2306375
4,5,43,39.95505974,116.2306375
4,6,43,39.95505974,116.2306375
4,7,43,39.95505974,116.2306375
4,8,43,39.95505974,116.2306375
4,9,43,39.95505974,116.2306375
4,10,43,39.95505974,116.2306375
4,11,43,39.95505974,116.2306375
4,12,43,39.95505974,116.2306375
4,13,43,39.95505974,116.2306375
4,14,43,39.95505974,116.2306375
4,15,43,39.95505974,116.2306375
4,16,43,39.95505974,116.2306375
4,17,43,39.95505974,116.2306375
4,18,43,39.95505974,116.2306375
4,19,43,39.95505974,116.2306375
4,20,43,39.95505974,116.2306375
4,21,43,39.95505974,116.2306375
4,22,43,39.95505974,116.2306375
4,23,43,39.95505974,116.2306375
4,24,43,39.95505974,116.2306375
5,1,53,39.89475468,116.2306375
5,2,46,39.95505974,116.4115527
5,3,46,39.95505974,116.4115527
5,4,46,39.95505974,116.4115527
5,5,1,39.91991698,115.93718909999998
5,6,54,39.89475468,116.2909425
5,7,54,39.89475468,116.2909425
5,8,54,39.89475468,116.2909425
5,9,54,39.89475468,116.2909425
5,10,34,40.0153648,116.2909425
5,11,45,39.95505974,116.35124760000001
5,12,46,39.95505974,116.4115527
5,13,57,39.89475468,116.4718577
5,14,46,39.95505974,116.4115527
5,15,45,39.95505974,116.35124760000001
5,16,45,39.95505974,116.35124760000001
5,17,45,39.95505974,116.35124760000001
5,18,55,39.89475468,116.35124760000001
5,19,56,39.89475468,116.4115527
5,20,56,39.89475468,116.4115527
5,21,56,39.89475468,116.4115527
5,22,45,39.95505974,116.35124760000001
5,23,45,39.95505974,116.35124760000001
5,24,46,39.95505974,116.4115527
6,1,77,39.77414457,116.4718577
6,2,77,39.77414457,116.4718577
6,3,77,39.77414457,116.4718577
6,4,77,39.77414457,116.4718577
6,5,77,39.77414457,116.4718577
6,6,77,39.77414457,116.4718577
6,7,77,39.77414457,116.4718577
6,8,77,39.77414457,116.4718577
6,9,77,39.77414457,116.4718577
6,10,77,39.77414457,116.4718577
6,11,1,39.91991698,115.93718909999998
6,12,1,39.91991698,115.93718909999998
6,13,67,39.83444962,116.4718577
6,14,55,39.89475468,116.35124760000001
6,15,65,39.83444962,116.35124760000001
6,16,44,39.95505974,116.2909425
6,17,38,40.0153648,116.53216280000001
6,18,37,40.0153648,116.4718577
6,19,57,39.89475468,116.4718577
6,20,66,39.83444962,116.4115527
6,21,66,39.83444962,116.4115527
6,22,66,39.83444962,116.4115527
6,23,66,39.83444962,116.4115527
6,24,66,39.83444962,116.4115527
7,1,56,39.89475468,116.4115527
7,2,56,39.89475468,116.4115527
7,3,56,39.89475468,116.4115527
7,4,56,39.89475468,116.4115527
7,5,56,39.89475468,116.4115527
7,6,56,39.89475468,116.4115527
7,7,56,39.89475468,116.4115527
7,8,56,39.89475468,116.4115527
7,9,56,39.89475468,116.4115527
7,10,56,39.89475468,116.4115527
7,11,56,39.89475468,116.4115527
7,12,56,39.89475468,116.4115527
7,13,58,39.89475468,116.53216280000001
7,14,57,39.89475468,116.4718577
7,15,55,39.89475468,116.35124760000001
7,16,54,39.89475468,116.2909425
7,17,45,39.95505974,116.35124760000001
7,18,45,39.95505974,116.35124760000001
7,19,45,39.95505974,116.35124760000001
7,20,57,39.89475468,116.4718577
7,21,54,39.89475468,116.2909425
7,22,55,39.89475468,116.35124760000001
7,23,55,39.89475468,116.35124760000001
7,24,56,39.89475468,116.4115527
8,1,55,39.89475468,116.35124760000001
8,2,54,39.89475468,116.2909425
8,3,54,39.89475468,116.2909425
8,4,54,39.89475468,116.2909425
8,5,54,39.89475468,116.2909425
8,6,54,39.89475468,116.2909425
8,7,54,39.89475468,116.2909425
8,8,54,39.89475468,116.2909425
8,9,54,39.89475468,116.2909425
8,10,54,39.89475468,116.2909425
8,11,54,39.89475468,116.2909425
8,12,54,39.89475468,116.2909425
8,13,54,39.89475468,116.2909425
8,14,57,39.89475468,116.4718577
8,15,57,39.89475468,116.4718577
8,16,37,40.0153648,116.4718577
8,17,36,40.0153648,116.4115527
8,18,54,39.89475468,116.2909425
8,19,54,39.89475468,116.2909425
8,20,54,39.89475468,116.2909425
8,21,54,39.89475468,116.2909425
8,22,54,39.89475468,116.2909425
8,23,54,39.89475468,116.2909425
8,24,56,39.89475468,116.4115527
9,1,10,40.19627998,116.6527729
9,2,10,40.19627998,116.6527729
9,3,1,39.91991698,115.93718909999998
9,4,1,39.91991698,115.93718909999998
9,5,1,39.91991698,115.93718909999998
9,6,1,39.91991698,115.93718909999998
9,7,1,39.91991698,115.93718909999998
9,8,1,39.91991698,115.93718909999998
9,9,1,39.91991698,115.93718909999998
9,10,1,39.91991698,115.93718909999998
9,11,1,39.91991698,115.93718909999998
9,12,1,39.91991698,115.93718909999998
9,13,10,40.19627998,116.6527729
9,14,37,40.0153648,116.4718577
9,15,46,39.95505974,116.4115527
9,16,46,39.95505974,116.4115527
9,17,46,39.95505974,116.4115527
9,18,36,40.0153648,116.4115527
9,19,45,39.95505974,116.35124760000001
9,20,37,40.0153648,116.4718577
9,21,45,39.95505974,116.35124760000001
9,22,44,39.95505974,116.2909425
9,23,54,39.89475468,116.2909425
9,24,45,39.95505974,116.35124760000001
10,1,45,39.95505974,116.35124760000001
10,2,67,39.83444962,116.4718577
10,3,44,39.95505974,116.2909425
10,4,44,39.95505974,116.2909425
10,5,44,39.95505974,116.2909425
10,6,36,40.0153648,116.4115527
10,7,47,39.95505974,116.4718577
10,8,47,39.95505974,116.4718577
10,9,76,39.77414457,116.4115527
10,10,58,39.89475468,116.53216280000001
10,11,37,40.0153648,116.4718577
10,12,37,40.0153648,116.4718577
10,13,36,40.0153648,116.4115527
10,14,45,39.95505974,116.35124760000001
10,15,44,39.95505974,116.2909425
10,16,44,39.95505974,116.2909425
10,17,44,39.95505974,116.2909425
10,18,29,40.07566986,116.59246780000001
10,19,29,40.07566986,116.59246780000001
10,20,29,40.07566986,116.59246780000001
10,21,29,40.07566986,116.59246780000001
10,22,45,39.95505974,116.35124760000001
10,23,45,39.95505974,116.35124760000001
10,24,35,40.0153648,116.35124760000001
