uid,time,region,Latitude,Longitude
7,5,8,37.72281391,-122.4347971
7,6,8,37.72281391,-122.4347971
7,7,8,37.72281391,-122.4347971
7,8,8,37.72281391,-122.4347971
7,9,1,37.52481993,-122.4052943
7,10,8,37.72281391,-122.4347971
7,11,8,37.72281391,-122.4347971
7,12,8,37.72281391,-122.4347971
7,13,8,37.72281391,-122.4347971
7,14,8,37.72281391,-122.4347971
7,15,8,37.72281391,-122.4347971
7,16,8,37.72281391,-122.4347971
7,17,8,37.72281391,-122.4347971
7,18,8,37.72281391,-122.4347971
7,19,8,37.72281391,-122.4347971
7,20,8,37.72281391,-122.4347971
7,21,8,37.72281391,-122.4347971
7,22,8,37.72281391,-122.4347971
7,23,8,37.72281391,-122.4347971
7,24,8,37.72281391,-122.4347971
8,1,8,37.72281391,-122.4347971
8,2,8,37.72281391,-122.4347971
8,3,8,37.72281391,-122.4347971
8,4,8,37.72281391,-122.4347971
8,5,8,37.72281391,-122.4347971
8,6,8,37.72281391,-122.4347971
8,7,8,37.72281391,-122.4347971
8,8,8,37.72281391,-122.4347971
8,9,8,37.72281391,-122.4347971
8,10,8,37.72281391,-122.4347971
8,11,8,37.72281391,-122.4347971
8,12,8,37.72281391,-122.4347971
8,13,8,37.72281391,-122.4347971
8,14,8,37.72281391,-122.4347971
8,15,8,37.72281391,-122.4347971
8,16,8,37.72281391,-122.4347971
8,17,8,37.72281391,-122.4347971
8,18,8,37.72281391,-122.4347971
8,19,8,37.72281391,-122.4347971
8,20,8,37.72281391,-122.4347971
8,21,8,37.72281391,-122.4347971
8,22,8,37.72281391,-122.4347971
8,23,8,37.72281391,-122.4347971
8,24,8,37.72281391,-122.4347971
9,1,1,37.52481993,-122.4052943
9,2,8,37.72281391,-122.4347971
9,3,8,37.72281391,-122.4347971
9,4,8,37.72281391,-122.4347971
9,5,8,37.72281391,-122.4347971
9,6,7,37.73441852,-122.10225349999999
9,7,8,37.72281391,-122.4347971
9,8,8,37.72281391,-122.4347971
9,9,8,37.72281391,-122.4347971
9,10,8,37.72281391,-122.4347971
9,11,8,37.72281391,-122.4347971
9,12,8,37.72281391,-122.4347971
9,13,8,37.72281391,-122.4347971
9,14,8,37.72281391,-122.4347971
9,15,8,37.72281391,-122.4347971
9,16,8,37.72281391,-122.4347971
9,17,8,37.72281391,-122.4347971
9,18,8,37.72281391,-122.4347971
9,19,8,37.72281391,-122.4347971
9,20,8,37.72281391,-122.4347971
9,21,8,37.72281391,-122.4347971
9,22,8,37.72281391,-122.4347971
9,23,8,37.72281391,-122.4347971
9,24,8,37.72281391,-122.4347971
10,1,8,37.72281391,-122.4347971
10,2,8,37.72281391,-122.4347971
10,3,8,37.72281391,-122.4347971
10,4,8,37.72281391,-122.4347971
10,5,8,37.72281391,-122.4347971
10,6,8,37.72281391,-122.4347971
10,7,8,37.72281391,-122.4347971
10,8,8,37.72281391,-122.4347971
10,9,1,37.52481993,-122.4052943
10,10,8,37.72281391,-122.4347971
10,11,8,37.72281391,-122.4347971
10,12,8,37.72281391,-122.4347971
10,13,8,37.72281391,-122.4347971
10,14,8,37.72281391,-122.4347971
10,15,8,37.72281391,-122.4347971
10,16,8,37.72281391,-122.4347971
10,17,8,37.72281391,-122.4347971
10,18,8,37.72281391,-122.4347971
10,19,8,37.72281391,-122.4347971
10,20,8,37.72281391,-122.4347971
10,21,8,37.72281391,-122.4347971
10,22,8,37.72281391,-122.4347971
10,23,8,37.72281391,-122.4347971
10,24,8,37.72281391,-122.4347971
