uid,time,region,latitude,longitude
7,13,25,37.70919842,-122.41021529999999
7,14,25,37.70919842,-122.41021529999999
7,15,81,37.77349784,-122.457578
7,16,83,37.77323314,-122.40710390000001
7,17,83,37.77323314,-122.40710390000001
7,18,83,37.77323314,-122.40710390000001
7,19,83,37.77323314,-122.40710390000001
7,20,83,37.77323314,-122.40710390000001
7,21,83,37.77323314,-122.40710390000001
7,22,83,37.77323314,-122.40710390000001
7,23,83,37.77323314,-122.40710390000001
7,24,83,37.77323314,-122.40710390000001
8,1,83,37.77323314,-122.40710390000001
8,2,83,37.77323314,-122.40710390000001
8,3,81,37.77349784,-122.457578
8,4,83,37.77323314,-122.40710390000001
8,5,81,37.77349784,-122.457578
8,6,81,37.77349784,-122.457578
8,7,83,37.77323314,-122.40710390000001
8,8,83,37.77323314,-122.40710390000001
8,9,83,37.77323314,-122.40710390000001
8,10,81,37.77349784,-122.457578
8,11,81,37.77349784,-122.457578
8,12,83,37.77323314,-122.40710390000001
8,13,83,37.77323314,-122.40710390000001
8,14,83,37.77323314,-122.40710390000001
8,15,30,37.64316465,-122.4087047
8,16,30,37.64316465,-122.4087047
8,17,83,37.77323314,-122.40710390000001
8,18,83,37.77323314,-122.40710390000001
8,19,83,37.77323314,-122.40710390000001
8,20,83,37.77323314,-122.40710390000001
8,21,81,37.77349784,-122.457578
8,22,83,37.77323314,-122.40710390000001
8,23,83,37.77323314,-122.40710390000001
8,24,81,37.77349784,-122.457578
9,1,81,37.77349784,-122.457578
9,2,81,37.77349784,-122.457578
9,3,81,37.77349784,-122.457578
9,4,85,37.7852715,-122.22125290000001
9,5,83,37.77323314,-122.40710390000001
9,6,83,37.77323314,-122.40710390000001
9,7,83,37.77323314,-122.40710390000001
9,8,83,37.77323314,-122.40710390000001
9,9,83,37.77323314,-122.40710390000001
9,10,83,37.77323314,-122.40710390000001
9,11,81,37.77349784,-122.457578
9,12,83,37.77323314,-122.40710390000001
9,13,83,37.77323314,-122.40710390000001
9,14,83,37.77323314,-122.40710390000001
9,15,81,37.77349784,-122.457578
9,16,83,37.77323314,-122.40710390000001
9,17,83,37.77323314,-122.40710390000001
9,18,83,37.77323314,-122.40710390000001
9,19,83,37.77323314,-122.40710390000001
9,20,83,37.77323314,-122.40710390000001
9,21,81,37.77349784,-122.457578
9,22,83,37.77323314,-122.40710390000001
9,23,83,37.77323314,-122.40710390000001
9,24,50,37.38382197,-122.0798132
10,1,81,37.77349784,-122.457578
10,2,83,37.77323314,-122.40710390000001
10,3,83,37.77323314,-122.40710390000001
10,4,24,37.70854717,-122.4559196
10,5,81,37.77349784,-122.457578
10,6,83,37.77323314,-122.40710390000001
10,7,29,37.64192974,-122.4609119
10,8,24,37.70854717,-122.4559196
10,9,30,37.64316465,-122.4087047
10,10,81,37.77349784,-122.457578
10,11,30,37.64316465,-122.4087047
10,12,29,37.64192974,-122.4609119
10,13,29,37.64192974,-122.4609119
10,14,81,37.77349784,-122.457578
10,15,83,37.77323314,-122.40710390000001
10,16,24,37.70854717,-122.4559196
10,17,81,37.77349784,-122.457578
10,18,83,37.77323314,-122.40710390000001
10,19,83,37.77323314,-122.40710390000001
10,20,29,37.64192974,-122.4609119
10,21,83,37.77323314,-122.40710390000001
10,22,81,37.77349784,-122.457578
10,23,83,37.77323314,-122.40710390000001
10,24,83,37.77323314,-122.40710390000001
